"val 0,0
","val 0,1
","val 0,2
","val 0,3
","val 0,4
"
"val 2345,0
","val 2345,1
","val 2345,2
","val 2345,3
","val 2345,4
"
"val 2346,0
","val 2346,1
","val 2346,2
","val 2346,3
","val 2346,4
"
"val 2347,0
","val 2347,1
","val 2347,2
","val 2347,3
","val 2347,4
"
"val 2348,0
","val 2348,1
","val 2348,2
","val 2348,3
","val 2348,4
"
"val 2349,0
","val 2349,1
","val 2349,2
","val 2349,3
","val 2349,4
"
"val 2350,0
","val 2350,1
","val 2350,2
","val 2350,3
","val 2350,4
"
"val 2351,0
","val 2351,1
","val 2351,2
","val 2351,3
","val 2351,4
"
"val 2352,0
","val 2352,1
","val 2352,2
","val 2352,3
","val 2352,4
"
"val 2353,0
","val 2353,1
","val 2353,2
","val 2353,3
","val 2353,4
"
"val 2354,0
","val 2354,1
","val 2354,2
","val 2354,3
","val 2354,4
"
"val 2355,0
","val 2355,1
","val 2355,2
","val 2355,3
","val 2355,4
"
"val 2356,0
","val 2356,1
","val 2356,2
","val 2356,3
","val 2356,4
"
"val 2357,0
","val 2357,1
","val 2357,2
","val 2357,3
","val 2357,4
"
"val 2358,0
","val 2358,1
","val 2358,2
","val 2358,3
","val 2358,4
"
"val 2359,0
","val 2359,1
","val 2359,2
","val 2359,3
","val 2359,4
"
"val 2360,0
","val 2360,1
","val 2360,2
","val 2360,3
","val 2360,4
"
"val 2361,0
","val 2361,1
","val 2361,2
","val 2361,3
","val 2361,4
"
"val 2362,0
","val 2362,1
","val 2362,2
","val 2362,3
","val 2362,4
"
"val 2363,0
","val 2363,1
","val 2363,2
","val 2363,3
","val 2363,4
"
"val 2364,0
","val 2364,1
","val 2364,2
","val 2364,3
","val 2364,4
"
"val 2365,0
","val 2365,1
","val 2365,2
","val 2365,3
","val 2365,4
"
"val 2366,0
","val 2366,1
","val 2366,2
","val 2366,3
","val 2366,4
"
"val 2367,0
","val 2367,1
","val 2367,2
","val 2367,3
","val 2367,4
"
"val 2368,0
","val 2368,1
","val 2368,2
","val 2368,3
","val 2368,4
"
"val 2369,0
","val 2369,1
","val 2369,2
","val 2369,3
","val 2369,4
"
"val 2370,0
","val 2370,1
","val 2370,2
","val 2370,3
","val 2370,4
"
"val 2371,0
","val 2371,1
","val 2371,2
","val 2371,3
","val 2371,4
"
"val 2372,0
","val 2372,1
","val 2372,2
","val 2372,3
","val 2372,4
"
"val 2373,0
","val 2373,1
","val 2373,2
","val 2373,3
","val 2373,4
"
"val 2374,0
","val 2374,1
","val 2374,2
","val 2374,3
","val 2374,4
"
"val 2375,0
","val 2375,1
","val 2375,2
","val 2375,3
","val 2375,4
"
"val 2376,0
","val 2376,1
","val 2376,2
","val 2376,3
","val 2376,4
"
"val 2377,0
","val 2377,1
","val 2377,2
","val 2377,3
","val 2377,4
"
"val 2378,0
","val 2378,1
","val 2378,2
","val 2378,3
","val 2378,4
"
"val 2379,0
","val 2379,1
","val 2379,2
","val 2379,3
","val 2379,4
"
"val 2380,0
","val 2380,1
","val 2380,2
","val 2380,3
","val 2380,4
"
"val 2381,0
","val 2381,1
","val 2381,2
","val 2381,3
","val 2381,4
"
"val 2382,0
","val 2382,1
","val 2382,2
","val 2382,3
","val 2382,4
"
"val 2383,0
","val 2383,1
","val 2383,2
","val 2383,3
","val 2383,4
"
"val 2384,0
","val 2384,1
","val 2384,2
","val 2384,3
","val 2384,4
"
"val 2385,0
","val 2385,1
","val 2385,2
","val 2385,3
","val 2385,4
"
"val 2386,0
","val 2386,1
","val 2386,2
","val 2386,3
","val 2386,4
"
"val 2387,0
","val 2387,1
","val 2387,2
","val 2387,3
","val 2387,4
"
"val 2388,0
","val 2388,1
","val 2388,2
","val 2388,3
","val 2388,4
"
"val 2389,0
","val 2389,1
","val 2389,2
","val 2389,3
","val 2389,4
"
"val 2390,0
","val 2390,1
","val 2390,2
","val 2390,3
","val 2390,4
"
"val 2391,0
","val 2391,1
","val 2391,2
","val 2391,3
","val 2391,4
"
"val 2392,0
","val 2392,1
","val 2392,2
","val 2392,3
","val 2392,4
"
"val 2393,0
","val 2393,1
","val 2393,2
","val 2393,3
","val 2393,4
"
"val 2394,0
","val 2394,1
","val 2394,2
","val 2394,3
","val 2394,4
"
"val 2395,0
","val 2395,1
","val 2395,2
","val 2395,3
","val 2395,4
"
"val 2396,0
","val 2396,1
","val 2396,2
","val 2396,3
","val 2396,4
"
"val 2397,0
","val 2397,1
","val 2397,2
","val 2397,3
","val 2397,4
"
"val 2398,0
","val 2398,1
","val 2398,2
","val 2398,3
","val 2398,4
"
"val 2399,0
","val 2399,1
","val 2399,2
","val 2399,3
","val 2399,4
"
"val 2400,0
","val 2400,1
","val 2400,2
","val 2400,3
","val 2400,4
"
"val 2401,0
","val 2401,1
","val 2401,2
","val 2401,3
","val 2401,4
"
"val 2402,0
","val 2402,1
","val 2402,2
","val 2402,3
","val 2402,4
"
"val 2403,0
","val 2403,1
","val 2403,2
","val 2403,3
","val 2403,4
"
"val 2404,0
","val 2404,1
","val 2404,2
","val 2404,3
","val 2404,4
"
"val 2405,0
","val 2405,1
","val 2405,2
","val 2405,3
","val 2405,4
"
"val 2406,0
","val 2406,1
","val 2406,2
","val 2406,3
","val 2406,4
"
"val 2407,0
","val 2407,1
","val 2407,2
","val 2407,3
","val 2407,4
"
"val 2408,0
","val 2408,1
","val 2408,2
","val 2408,3
","val 2408,4
"
"val 2409,0
","val 2409,1
","val 2409,2
","val 2409,3
","val 2409,4
"
"val 2410,0
","val 2410,1
","val 2410,2
","val 2410,3
","val 2410,4
"
"val 2411,0
","val 2411,1
","val 2411,2
","val 2411,3
","val 2411,4
"
"val 2412,0
","val 2412,1
","val 2412,2
","val 2412,3
","val 2412,4
"
"val 2413,0
","val 2413,1
","val 2413,2
","val 2413,3
","val 2413,4
"
"val 2414,0
","val 2414,1
","val 2414,2
","val 2414,3
","val 2414,4
"
"val 2415,0
","val 2415,1
","val 2415,2
","val 2415,3
","val 2415,4
"
"val 2416,0
","val 2416,1
","val 2416,2
","val 2416,3
","val 2416,4
"
"val 2417,0
","val 2417,1
","val 2417,2
","val 2417,3
","val 2417,4
"
"val 2418,0
","val 2418,1
","val 2418,2
","val 2418,3
","val 2418,4
"
"val 2419,0
","val 2419,1
","val 2419,2
","val 2419,3
","val 2419,4
"
"val 2420,0
","val 2420,1
","val 2420,2
","val 2420,3
","val 2420,4
"
"val 2421,0
","val 2421,1
","val 2421,2
","val 2421,3
","val 2421,4
"
"val 2422,0
","val 2422,1
","val 2422,2
","val 2422,3
","val 2422,4
"
"val 2423,0
","val 2423,1
","val 2423,2
","val 2423,3
","val 2423,4
"
"val 2424,0
","val 2424,1
","val 2424,2
","val 2424,3
","val 2424,4
"
"val 2425,0
","val 2425,1
","val 2425,2
","val 2425,3
","val 2425,4
"
"val 2426,0
","val 2426,1
","val 2426,2
","val 2426,3
","val 2426,4
"
"val 2427,0
","val 2427,1
","val 2427,2
","val 2427,3
","val 2427,4
"
"val 2428,0
","val 2428,1
","val 2428,2
","val 2428,3
","val 2428,4
"
"val 2429,0
","val 2429,1
","val 2429,2
","val 2429,3
","val 2429,4
"
"val 2430,0
","val 2430,1
","val 2430,2
","val 2430,3
","val 2430,4
"
"val 2431,0
","val 2431,1
","val 2431,2
","val 2431,3
","val 2431,4
"
"val 2432,0
","val 2432,1
","val 2432,2
","val 2432,3
","val 2432,4
"
"val 2433,0
","val 2433,1
","val 2433,2
","val 2433,3
","val 2433,4
"
"val 2434,0
","val 2434,1
","val 2434,2
","val 2434,3
","val 2434,4
"
"val 2435,0
","val 2435,1
","val 2435,2
","val 2435,3
","val 2435,4
"
"val 2436,0
","val 2436,1
","val 2436,2
","val 2436,3
","val 2436,4
"
"val 2437,0
","val 2437,1
","val 2437,2
","val 2437,3
","val 2437,4
"
"val 2438,0
","val 2438,1
","val 2438,2
","val 2438,3
","val 2438,4
"
"val 2439,0
","val 2439,1
","val 2439,2
","val 2439,3
","val 2439,4
"
"val 2440,0
","val 2440,1
","val 2440,2
","val 2440,3
","val 2440,4
"
"val 2441,0
","val 2441,1
","val 2441,2
","val 2441,3
","val 2441,4
"
"val 2442,0
","val 2442,1
","val 2442,2
","val 2442,3
","val 2442,4
"
"val 2443,0
","val 2443,1
","val 2443,2
","val 2443,3
","val 2443,4
"
"val 2444,0
","val 2444,1
","val 2444,2
","val 2444,3
","val 2444,4
"
"val 2445,0
","val 2445,1
","val 2445,2
","val 2445,3
","val 2445,4
"
"val 2446,0
","val 2446,1
","val 2446,2
","val 2446,3
","val 2446,4
"
"val 2447,0
","val 2447,1
","val 2447,2
","val 2447,3
","val 2447,4
"
"val 2448,0
","val 2448,1
","val 2448,2
","val 2448,3
","val 2448,4
"
"val 2449,0
","val 2449,1
","val 2449,2
","val 2449,3
","val 2449,4
"
"val 2450,0
","val 2450,1
","val 2450,2
","val 2450,3
","val 2450,4
"
"val 2451,0
","val 2451,1
","val 2451,2
","val 2451,3
","val 2451,4
"
"val 2452,0
","val 2452,1
","val 2452,2
","val 2452,3
","val 2452,4
"
"val 2453,0
","val 2453,1
","val 2453,2
","val 2453,3
","val 2453,4
"
"val 2454,0
","val 2454,1
","val 2454,2
","val 2454,3
","val 2454,4
"
"val 2455,0
","val 2455,1
","val 2455,2
","val 2455,3
","val 2455,4
"
"val 2456,0
","val 2456,1
","val 2456,2
","val 2456,3
","val 2456,4
"
"val 2457,0
","val 2457,1
","val 2457,2
","val 2457,3
","val 2457,4
"
"val 2458,0
","val 2458,1
","val 2458,2
","val 2458,3
","val 2458,4
"
"val 2459,0
","val 2459,1
","val 2459,2
","val 2459,3
","val 2459,4
"
"val 2460,0
","val 2460,1
","val 2460,2
","val 2460,3
","val 2460,4
"
"val 2461,0
","val 2461,1
","val 2461,2
","val 2461,3
","val 2461,4
"
"val 2462,0
","val 2462,1
","val 2462,2
","val 2462,3
","val 2462,4
"
"val 2463,0
","val 2463,1
","val 2463,2
","val 2463,3
","val 2463,4
"
"val 2464,0
","val 2464,1
","val 2464,2
","val 2464,3
","val 2464,4
"
"val 2465,0
","val 2465,1
","val 2465,2
","val 2465,3
","val 2465,4
"
"val 2466,0
","val 2466,1
","val 2466,2
","val 2466,3
","val 2466,4
"
"val 2467,0
","val 2467,1
","val 2467,2
","val 2467,3
","val 2467,4
"
"val 2468,0
","val 2468,1
","val 2468,2
","val 2468,3
","val 2468,4
"
"val 2469,0
","val 2469,1
","val 2469,2
","val 2469,3
","val 2469,4
"
"val 2470,0
","val 2470,1
","val 2470,2
","val 2470,3
","val 2470,4
"
"val 2471,0
","val 2471,1
","val 2471,2
","val 2471,3
","val 2471,4
"
"val 2472,0
","val 2472,1
","val 2472,2
","val 2472,3
","val 2472,4
"
"val 2473,0
","val 2473,1
","val 2473,2
","val 2473,3
","val 2473,4
"
"val 2474,0
","val 2474,1
","val 2474,2
","val 2474,3
","val 2474,4
"
"val 2475,0
","val 2475,1
","val 2475,2
","val 2475,3
","val 2475,4
"
"val 2476,0
","val 2476,1
","val 2476,2
","val 2476,3
","val 2476,4
"
"val 2477,0
","val 2477,1
","val 2477,2
","val 2477,3
","val 2477,4
"
"val 2478,0
","val 2478,1
","val 2478,2
","val 2478,3
","val 2478,4
"
"val 2479,0
","val 2479,1
","val 2479,2
","val 2479,3
","val 2479,4
"
"val 2480,0
","val 2480,1
","val 2480,2
","val 2480,3
","val 2480,4
"
"val 2481,0
","val 2481,1
","val 2481,2
","val 2481,3
","val 2481,4
"
"val 2482,0
","val 2482,1
","val 2482,2
","val 2482,3
","val 2482,4
"
"val 2483,0
","val 2483,1
","val 2483,2
","val 2483,3
","val 2483,4
"
"val 2484,0
","val 2484,1
","val 2484,2
","val 2484,3
","val 2484,4
"
"val 2485,0
","val 2485,1
","val 2485,2
","val 2485,3
","val 2485,4
"
"val 2486,0
","val 2486,1
","val 2486,2
","val 2486,3
","val 2486,4
"
"val 2487,0
","val 2487,1
","val 2487,2
","val 2487,3
","val 2487,4
"
"val 2488,0
","val 2488,1
","val 2488,2
","val 2488,3
","val 2488,4
"
"val 2489,0
","val 2489,1
","val 2489,2
","val 2489,3
","val 2489,4
"
"val 2490,0
","val 2490,1
","val 2490,2
","val 2490,3
","val 2490,4
"
"val 2491,0
","val 2491,1
","val 2491,2
","val 2491,3
","val 2491,4
"
"val 2492,0
","val 2492,1
","val 2492,2
","val 2492,3
","val 2492,4
"
"val 2493,0
","val 2493,1
","val 2493,2
","val 2493,3
","val 2493,4
"
"val 2494,0
","val 2494,1
","val 2494,2
","val 2494,3
","val 2494,4
"
"val 2495,0
","val 2495,1
","val 2495,2
","val 2495,3
","val 2495,4
"
"val 2496,0
","val 2496,1
","val 2496,2
","val 2496,3
","val 2496,4
"
"val 2497,0
","val 2497,1
","val 2497,2
","val 2497,3
","val 2497,4
"
"val 2498,0
","val 2498,1
","val 2498,2
","val 2498,3
","val 2498,4
"
"val 2499,0
","val 2499,1
","val 2499,2
","val 2499,3
","val 2499,4
"
"val 2500,0
","val 2500,1
","val 2500,2
","val 2500,3
","val 2500,4
"
"val 2501,0
","val 2501,1
","val 2501,2
","val 2501,3
","val 2501,4
"
"val 2502,0
","val 2502,1
","val 2502,2
","val 2502,3
","val 2502,4
"
"val 2503,0
","val 2503,1
","val 2503,2
","val 2503,3
","val 2503,4
"
"val 2504,0
","val 2504,1
","val 2504,2
","val 2504,3
","val 2504,4
"
"val 2505,0
","val 2505,1
","val 2505,2
","val 2505,3
","val 2505,4
"
"val 2506,0
","val 2506,1
","val 2506,2
","val 2506,3
","val 2506,4
"
"val 2507,0
","val 2507,1
","val 2507,2
","val 2507,3
","val 2507,4
"
"val 2508,0
","val 2508,1
","val 2508,2
","val 2508,3
","val 2508,4
"
"val 2509,0
","val 2509,1
","val 2509,2
","val 2509,3
","val 2509,4
"
"val 2510,0
","val 2510,1
","val 2510,2
","val 2510,3
","val 2510,4
"
"val 2511,0
","val 2511,1
","val 2511,2
","val 2511,3
","val 2511,4
"
"val 2512,0
","val 2512,1
","val 2512,2
","val 2512,3
","val 2512,4
"
"val 2513,0
","val 2513,1
","val 2513,2
","val 2513,3
","val 2513,4
"
"val 2514,0
","val 2514,1
","val 2514,2
","val 2514,3
","val 2514,4
"
"val 2515,0
","val 2515,1
","val 2515,2
","val 2515,3
","val 2515,4
"
"val 2516,0
","val 2516,1
","val 2516,2
","val 2516,3
","val 2516,4
"
"val 2517,0
","val 2517,1
","val 2517,2
","val 2517,3
","val 2517,4
"
"val 2518,0
","val 2518,1
","val 2518,2
","val 2518,3
","val 2518,4
"
"val 2519,0
","val 2519,1
","val 2519,2
","val 2519,3
","val 2519,4
"
"val 2520,0
","val 2520,1
","val 2520,2
","val 2520,3
","val 2520,4
"
"val 2521,0
","val 2521,1
","val 2521,2
","val 2521,3
","val 2521,4
"
"val 2522,0
","val 2522,1
","val 2522,2
","val 2522,3
","val 2522,4
"
"val 2523,0
","val 2523,1
","val 2523,2
","val 2523,3
","val 2523,4
"
"val 2524,0
","val 2524,1
","val 2524,2
","val 2524,3
","val 2524,4
"
"val 2525,0
","val 2525,1
","val 2525,2
","val 2525,3
","val 2525,4
"
"val 2526,0
","val 2526,1
","val 2526,2
","val 2526,3
","val 2526,4
"
"val 2527,0
","val 2527,1
","val 2527,2
","val 2527,3
","val 2527,4
"
"val 2528,0
","val 2528,1
","val 2528,2
","val 2528,3
","val 2528,4
"
"val 2529,0
","val 2529,1
","val 2529,2
","val 2529,3
","val 2529,4
"
"val 2530,0
","val 2530,1
","val 2530,2
","val 2530,3
","val 2530,4
"
"val 2531,0
","val 2531,1
","val 2531,2
","val 2531,3
","val 2531,4
"
"val 2532,0
","val 2532,1
","val 2532,2
","val 2532,3
","val 2532,4
"
"val 2533,0
","val 2533,1
","val 2533,2
","val 2533,3
","val 2533,4
"
"val 2534,0
","val 2534,1
","val 2534,2
","val 2534,3
","val 2534,4
"
"val 2535,0
","val 2535,1
","val 2535,2
","val 2535,3
","val 2535,4
"
"val 2536,0
","val 2536,1
","val 2536,2
","val 2536,3
","val 2536,4
"
"val 2537,0
","val 2537,1
","val 2537,2
","val 2537,3
","val 2537,4
"
"val 2538,0
","val 2538,1
","val 2538,2
","val 2538,3
","val 2538,4
"
"val 2539,0
","val 2539,1
","val 2539,2
","val 2539,3
","val 2539,4
"
"val 2540,0
","val 2540,1
","val 2540,2
","val 2540,3
","val 2540,4
"
"val 2541,0
","val 2541,1
","val 2541,2
","val 2541,3
","val 2541,4
"
"val 2542,0
","val 2542,1
","val 2542,2
","val 2542,3
","val 2542,4
"
"val 2543,0
","val 2543,1
","val 2543,2
","val 2543,3
","val 2543,4
"
"val 2544,0
","val 2544,1
","val 2544,2
","val 2544,3
","val 2544,4
"
"val 2545,0
","val 2545,1
","val 2545,2
","val 2545,3
","val 2545,4
"
"val 2546,0
","val 2546,1
","val 2546,2
","val 2546,3
","val 2546,4
"
"val 2547,0
","val 2547,1
","val 2547,2
","val 2547,3
","val 2547,4
"
"val 2548,0
","val 2548,1
","val 2548,2
","val 2548,3
","val 2548,4
"
"val 2549,0
","val 2549,1
","val 2549,2
","val 2549,3
","val 2549,4
"
"val 2550,0
","val 2550,1
","val 2550,2
","val 2550,3
","val 2550,4
"
"val 2551,0
","val 2551,1
","val 2551,2
","val 2551,3
","val 2551,4
"
"val 2552,0
","val 2552,1
","val 2552,2
","val 2552,3
","val 2552,4
"
"val 2553,0
","val 2553,1
","val 2553,2
","val 2553,3
","val 2553,4
"
"val 2554,0
","val 2554,1
","val 2554,2
","val 2554,3
","val 2554,4
"
"val 2555,0
","val 2555,1
","val 2555,2
","val 2555,3
","val 2555,4
"
"val 2556,0
","val 2556,1
","val 2556,2
","val 2556,3
","val 2556,4
"
"val 2557,0
","val 2557,1
","val 2557,2
","val 2557,3
","val 2557,4
"
"val 2558,0
","val 2558,1
","val 2558,2
","val 2558,3
","val 2558,4
"
"val 2559,0
","val 2559,1
","val 2559,2
","val 2559,3
","val 2559,4
"
"val 2560,0
","val 2560,1
","val 2560,2
","val 2560,3
","val 2560,4
"
"val 2561,0
","val 2561,1
","val 2561,2
","val 2561,3
","val 2561,4
"
"val 2562,0
","val 2562,1
","val 2562,2
","val 2562,3
","val 2562,4
"
"val 2563,0
","val 2563,1
","val 2563,2
","val 2563,3
","val 2563,4
"
"val 2564,0
","val 2564,1
","val 2564,2
","val 2564,3
","val 2564,4
"
"val 2565,0
","val 2565,1
","val 2565,2
","val 2565,3
","val 2565,4
"
"val 2566,0
","val 2566,1
","val 2566,2
","val 2566,3
","val 2566,4
"
"val 2567,0
","val 2567,1
","val 2567,2
","val 2567,3
","val 2567,4
"
"val 2568,0
","val 2568,1
","val 2568,2
","val 2568,3
","val 2568,4
"
"val 2569,0
","val 2569,1
","val 2569,2
","val 2569,3
","val 2569,4
"
"val 2570,0
","val 2570,1
","val 2570,2
","val 2570,3
","val 2570,4
"
"val 2571,0
","val 2571,1
","val 2571,2
","val 2571,3
","val 2571,4
"
"val 2572,0
","val 2572,1
","val 2572,2
","val 2572,3
","val 2572,4
"
"val 2573,0
","val 2573,1
","val 2573,2
","val 2573,3
","val 2573,4
"
"val 2574,0
","val 2574,1
","val 2574,2
","val 2574,3
","val 2574,4
"
"val 2575,0
","val 2575,1
","val 2575,2
","val 2575,3
","val 2575,4
"
"val 2576,0
","val 2576,1
","val 2576,2
","val 2576,3
","val 2576,4
"
"val 2577,0
","val 2577,1
","val 2577,2
","val 2577,3
","val 2577,4
"
"val 2578,0
","val 2578,1
","val 2578,2
","val 2578,3
","val 2578,4
"
"val 2579,0
","val 2579,1
","val 2579,2
","val 2579,3
","val 2579,4
"
"val 2580,0
","val 2580,1
","val 2580,2
","val 2580,3
","val 2580,4
"
"val 2581,0
","val 2581,1
","val 2581,2
","val 2581,3
","val 2581,4
"
"val 2582,0
","val 2582,1
","val 2582,2
","val 2582,3
","val 2582,4
"
"val 2583,0
","val 2583,1
","val 2583,2
","val 2583,3
","val 2583,4
"
"val 2584,0
","val 2584,1
","val 2584,2
","val 2584,3
","val 2584,4
"
"val 2585,0
","val 2585,1
","val 2585,2
","val 2585,3
","val 2585,4
"
"val 2586,0
","val 2586,1
","val 2586,2
","val 2586,3
","val 2586,4
"
"val 2587,0
","val 2587,1
","val 2587,2
","val 2587,3
","val 2587,4
"
"val 2588,0
","val 2588,1
","val 2588,2
","val 2588,3
","val 2588,4
"
"val 2589,0
","val 2589,1
","val 2589,2
","val 2589,3
","val 2589,4
"
"val 2590,0
","val 2590,1
","val 2590,2
","val 2590,3
","val 2590,4
"
"val 2591,0
","val 2591,1
","val 2591,2
","val 2591,3
","val 2591,4
"
"val 2592,0
","val 2592,1
","val 2592,2
","val 2592,3
","val 2592,4
"
"val 2593,0
","val 2593,1
","val 2593,2
","val 2593,3
","val 2593,4
"
"val 2594,0
","val 2594,1
","val 2594,2
","val 2594,3
","val 2594,4
"
"val 2595,0
","val 2595,1
","val 2595,2
","val 2595,3
","val 2595,4
"
"val 2596,0
","val 2596,1
","val 2596,2
","val 2596,3
","val 2596,4
"
"val 2597,0
","val 2597,1
","val 2597,2
","val 2597,3
","val 2597,4
"
"val 2598,0
","val 2598,1
","val 2598,2
","val 2598,3
","val 2598,4
"
"val 2599,0
","val 2599,1
","val 2599,2
","val 2599,3
","val 2599,4
"
"val 2600,0
","val 2600,1
","val 2600,2
","val 2600,3
","val 2600,4
"
"val 2601,0
","val 2601,1
","val 2601,2
","val 2601,3
","val 2601,4
"
"val 2602,0
","val 2602,1
","val 2602,2
","val 2602,3
","val 2602,4
"
"val 2603,0
","val 2603,1
","val 2603,2
","val 2603,3
","val 2603,4
"
"val 2604,0
","val 2604,1
","val 2604,2
","val 2604,3
","val 2604,4
"
"val 2605,0
","val 2605,1
","val 2605,2
","val 2605,3
","val 2605,4
"
"val 2606,0
","val 2606,1
","val 2606,2
","val 2606,3
","val 2606,4
"
"val 2607,0
","val 2607,1
","val 2607,2
","val 2607,3
","val 2607,4
"
"val 2608,0
","val 2608,1
","val 2608,2
","val 2608,3
","val 2608,4
"
"val 2609,0
","val 2609,1
","val 2609,2
","val 2609,3
","val 2609,4
"
"val 2610,0
","val 2610,1
","val 2610,2
","val 2610,3
","val 2610,4
"
"val 2611,0
","val 2611,1
","val 2611,2
","val 2611,3
","val 2611,4
"
"val 2612,0
","val 2612,1
","val 2612,2
","val 2612,3
","val 2612,4
"
"val 2613,0
","val 2613,1
","val 2613,2
","val 2613,3
","val 2613,4
"
"val 2614,0
","val 2614,1
","val 2614,2
","val 2614,3
","val 2614,4
"
"val 2615,0
","val 2615,1
","val 2615,2
","val 2615,3
","val 2615,4
"
"val 2616,0
","val 2616,1
","val 2616,2
","val 2616,3
","val 2616,4
"
"val 2617,0
","val 2617,1
","val 2617,2
","val 2617,3
","val 2617,4
"
"val 2618,0
","val 2618,1
","val 2618,2
","val 2618,3
","val 2618,4
"
"val 2619,0
","val 2619,1
","val 2619,2
","val 2619,3
","val 2619,4
"
"val 2620,0
","val 2620,1
","val 2620,2
","val 2620,3
","val 2620,4
"
"val 2621,0
","val 2621,1
","val 2621,2
","val 2621,3
","val 2621,4
"
"val 2622,0
","val 2622,1
","val 2622,2
","val 2622,3
","val 2622,4
"
"val 2623,0
","val 2623,1
","val 2623,2
","val 2623,3
","val 2623,4
"
"val 2624,0
","val 2624,1
","val 2624,2
","val 2624,3
","val 2624,4
"
"val 2625,0
","val 2625,1
","val 2625,2
","val 2625,3
","val 2625,4
"
"val 2626,0
","val 2626,1
","val 2626,2
","val 2626,3
","val 2626,4
"
"val 2627,0
","val 2627,1
","val 2627,2
","val 2627,3
","val 2627,4
"
"val 2628,0
","val 2628,1
","val 2628,2
","val 2628,3
","val 2628,4
"
"val 2629,0
","val 2629,1
","val 2629,2
","val 2629,3
","val 2629,4
"
"val 2630,0
","val 2630,1
","val 2630,2
","val 2630,3
","val 2630,4
"
"val 2631,0
","val 2631,1
","val 2631,2
","val 2631,3
","val 2631,4
"
"val 2632,0
","val 2632,1
","val 2632,2
","val 2632,3
","val 2632,4
"
"val 2633,0
","val 2633,1
","val 2633,2
","val 2633,3
","val 2633,4
"
"val 2634,0
","val 2634,1
","val 2634,2
","val 2634,3
","val 2634,4
"
"val 2635,0
","val 2635,1
","val 2635,2
","val 2635,3
","val 2635,4
"
"val 2636,0
","val 2636,1
","val 2636,2
","val 2636,3
","val 2636,4
"
"val 2637,0
","val 2637,1
","val 2637,2
","val 2637,3
","val 2637,4
"
"val 2638,0
","val 2638,1
","val 2638,2
","val 2638,3
","val 2638,4
"
"val 2639,0
","val 2639,1
","val 2639,2
","val 2639,3
","val 2639,4
"
"val 2640,0
","val 2640,1
","val 2640,2
","val 2640,3
","val 2640,4
"
"val 2641,0
","val 2641,1
","val 2641,2
","val 2641,3
","val 2641,4
"
"val 2642,0
","val 2642,1
","val 2642,2
","val 2642,3
","val 2642,4
"
"val 2643,0
","val 2643,1
","val 2643,2
","val 2643,3
","val 2643,4
"
"val 2644,0
","val 2644,1
","val 2644,2
","val 2644,3
","val 2644,4
"
"val 2645,0
","val 2645,1
","val 2645,2
","val 2645,3
","val 2645,4
"
"val 2646,0
","val 2646,1
","val 2646,2
","val 2646,3
","val 2646,4
"
"val 2647,0
","val 2647,1
","val 2647,2
","val 2647,3
","val 2647,4
"
"val 2648,0
","val 2648,1
","val 2648,2
","val 2648,3
","val 2648,4
"
"val 2649,0
","val 2649,1
","val 2649,2
","val 2649,3
","val 2649,4
"
"val 2650,0
","val 2650,1
","val 2650,2
","val 2650,3
","val 2650,4
"
"val 2651,0
","val 2651,1
","val 2651,2
","val 2651,3
","val 2651,4
"
"val 2652,0
","val 2652,1
","val 2652,2
","val 2652,3
","val 2652,4
"
"val 2653,0
","val 2653,1
","val 2653,2
","val 2653,3
","val 2653,4
"
"val 2654,0
","val 2654,1
","val 2654,2
","val 2654,3
","val 2654,4
"
"val 2655,0
","val 2655,1
","val 2655,2
","val 2655,3
","val 2655,4
"
"val 2656,0
","val 2656,1
","val 2656,2
","val 2656,3
","val 2656,4
"
"val 2657,0
","val 2657,1
","val 2657,2
","val 2657,3
","val 2657,4
"
"val 2658,0
","val 2658,1
","val 2658,2
","val 2658,3
","val 2658,4
"
"val 2659,0
","val 2659,1
","val 2659,2
","val 2659,3
","val 2659,4
"
"val 2660,0
","val 2660,1
","val 2660,2
","val 2660,3
","val 2660,4
"
"val 2661,0
","val 2661,1
","val 2661,2
","val 2661,3
","val 2661,4
"
"val 2662,0
","val 2662,1
","val 2662,2
","val 2662,3
","val 2662,4
"
"val 2663,0
","val 2663,1
","val 2663,2
","val 2663,3
","val 2663,4
"
"val 2664,0
","val 2664,1
","val 2664,2
","val 2664,3
","val 2664,4
"
"val 2665,0
","val 2665,1
","val 2665,2
","val 2665,3
","val 2665,4
"
"val 2666,0
","val 2666,1
","val 2666,2
","val 2666,3
","val 2666,4
"
"val 2667,0
","val 2667,1
","val 2667,2
","val 2667,3
","val 2667,4
"
"val 2668,0
","val 2668,1
","val 2668,2
","val 2668,3
","val 2668,4
"
"val 2669,0
","val 2669,1
","val 2669,2
","val 2669,3
","val 2669,4
"
"val 2670,0
","val 2670,1
","val 2670,2
","val 2670,3
","val 2670,4
"
"val 2671,0
","val 2671,1
","val 2671,2
","val 2671,3
","val 2671,4
"
"val 2672,0
","val 2672,1
","val 2672,2
","val 2672,3
","val 2672,4
"
"val 2673,0
","val 2673,1
","val 2673,2
","val 2673,3
","val 2673,4
"
"val 2674,0
","val 2674,1
","val 2674,2
","val 2674,3
","val 2674,4
"
"val 2675,0
","val 2675,1
","val 2675,2
","val 2675,3
","val 2675,4
"
"val 2676,0
","val 2676,1
","val 2676,2
","val 2676,3
","val 2676,4
"
